Part #,Model number,Part Name,,,Model Name,In Stock,Reorder Qty
C002460000201,16132,Wheel Motor Assembly-L25-Gray,,,Mi Electric Scooter-Intl Edition-White,0,
C002470001200,16132,Charger-Xiaomi Mijia Electric Scooter-International(New),,,Mi Electric Scooter-Intl Edition-White,0,
C002470001400,16132,Charger,,,Mi Electric Scooter-Intl Edition-White,0,
C002550001400,16132,Front Fork Assembly-White,,,Mi Electric Scooter-Intl Edition-White,4,
C002550001600,16132,Front Fender-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550001800,16132,Rear Fender Assembly-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002000,16132,Kickstand Groove,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002200,16132,Steering kits-Front Fork-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002300,16132,Brake Cable,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002500,16132,Control Cable-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002600,16132,Handle Bar,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002700,16132,Accelerator,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002800,16132,Bell,,,Mi Electric Scooter-Intl Edition-White,0,
C002550002900,16132,Brake Lever,,,Mi Electric Scooter-Intl Edition-White,1365,
C002550003000,16132,Stem,,,Mi Electric Scooter-Intl Edition-White,0,
C002550003100,16132,Head Light,,,Mi Electric Scooter-Intl Edition-White,0,
C002550003500,16132,Rear Wheel Assembly-Gray,,,Mi Electric Scooter-Intl Edition-White,0,
C002550004200,16132,Chasis-Intl Edition-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550004400,16132,Rear Fender Assembly-Intl Edition-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550004500,16132,Rear Dashboard Cover,,,Mi Electric Scooter-Intl Edition,0,
C002550004600,16132,Front Dashboard Cover,,,Mi Electric Scooter-Intl Edition,1228,
C002550004800,16132,Folded Standpipe-White,,,Mi Electric Scooter-Intl Edition-White,0,
C002550009800,16132,Brake Cable-International,,,Mi Electric Scooter-Intl Edition-White,0,
C002550010900,16132,Folded Standpipe-GL-White-Maintenance Use,,,Mi Electric Scooter-Intl Edition-White,0,
C002550015200,16132,PC Decorative strip assembly,,,Mi Electric Scooter-Intl Edition-White,0,
C002550015300,16132,Motor cable Cover PC decorative strip assembly 1S/Lite,,,Mi Electric Scooter-Intl Edition-White,0,
C002550016000,16132,Head Light-Lens assembly,,,Mi Electric Scooter-Intl Edition-White,518,
C002550022300,16132,Hub Motor Assembly-L25-gray,,,Mi Electric Scooter-Intl Edition-White,0,
C002550022900,16132,Rear Hub kits-Gray-No tire pressure,,,Mi Electric Scooter-Intl Edition-White,0,
C002550023500,16132,Brake Cable-GL,,,Mi Electric Scooter-Intl Edition-White,0,
C002580000300,16132,Control Board Assembly,,,Mi Electric Scooter-Intl Edition-White,0,
C002580000500,16132,Dashboard,,,Mi Electric Scooter-Intl Edition,0,
C002600000900,16132,Allen Wrench-T,,,Mi Electric Scooter-Intl Edition-White,0,
C002600001500,16132,Allen Wrench-T Type,,,Mi Electric Scooter-Intl Edition-White,80,
C002700000200,16132,Waterproof Label,,,Mi Electric Scooter-Intl Edition-White,0,
C002790000100,16132,Extended Valve,,,Mi Electric Scooter-Intl Edition-White,459,
C002790000600,16132,Tyre-rear wheel Pro,,,Mi Electric Scooter-Intl Edition-White,418,
C002820000200,16132,Wire Jacket,,,Mi Electric Scooter-Intl Edition-White,0,
C002820000300,16132,Cable Ties 3*100mm,,,Mi Electric Scooter-Intl Edition-White,0,
C002100001500,16133,Nuts-Hexagon With Flang-M12*H10,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100001700,16133,Hexagon socket cap screws-M3*8,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100001800,16133,Screw-M6*30-Socket Cap,,,Mi Electric Scooter-Intl Edition-Black,80,
C002100002200,16133,Socket head round head-M4*8-Half Round Head,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100002400,16133,Screw-M5*10-Half Round Head,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100002500,16133,Fillister Head Screw-M6*7*11,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100002600,16133,Cross countersunk head tapping screw-ST2.9*6.5,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100002700,16133,Screw-M3*6-Head Tapping,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100002800,16133,Screw-M5*16-Socket Cap,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100002900,16133,Screw-M2.5*5-Head Tapping,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003000,16133,Screw-M6*14-Half Round Head-Black,,,Mi Electric Scooter-Intl Edition-Black,100,
C002100003200,16133,Screw-M4*6-Socket Cap,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003300,16133,Screw-M4*10-Socket Cap,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003400,16133,Hexagon socket cap screws-M4*12,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003500,16133,Hexagon socket cap screws-M3*8,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003600,16133,Screw-M2*5-Half Round Head,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003700,16133,Cross countersunk head tapping screw-ST2.9*9.5,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100003800,16133,Screw-M5*18-Socket Cap,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100004300,16133,Screw-M6*25-Socket Cap-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100004400,16133,Screw-M6*35-Socket Cap,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100006600,16133,Screw-M5*16-Head Tapping,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100007300,16133,Screw-Hex socket Countersunk Head-M5*16,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100007400,16133,Charge Port Plug,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100010100,16133,Dual Screw-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100010800,16133,Dual Screw-Black,,,Mi Electric Scooter-Intl Edition-Black,87,
C002290000500,16133,Battery Assembly-280W-Intl Edditon,,,Mi Electric Scooter-Intl Edition-Black,0,
C002290000600,16133,Battery Assembly-280W-Amazon,,,Mi Electric Scooter-Intl Edition-Black,0,
C002290000700,16133,Battery Assembly-280W-Intl Edditon,,,Mi Electric Scooter-Intl Edition-Black,0,
C002290001500,16133,Battery Assembly-280W,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300002100,16133,Protective Cable Cover-Motor-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300002300,16133,Decorative Cover-Front & Rear Fork-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300002500,16133,Front Decorative Strip With Word,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300002600,16133,Decorative Strip-U-Motor Protective Cable Cover,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300002700,16133,Front Bumper Strip-Black,,,Mi Electric Scooter-Intl Edition-Black,100,
C002300002900,16133,Rear Two Sides Bumper Strip-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300003100,16133,Charge Port,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300003400,16133,Decorative Strip-Rear,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300004600,16133,Protective Casing-Folded Hanger,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300004700,16133,Battery Cover-With Foam,,,Mi Electric Scooter-Intl Edition-Black,0,
C002300008500,16133,Front Fender-International-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002310000700,16133,Spline,,,Mi Electric Scooter-Intl Edition-Black,0,
C002310000800,16133,Disc Brake,,,Mi Electric Scooter-Intl Edition-Black,81,
C002310000900,16133,Rear Stiffening Plate,,,Mi Electric Scooter-Intl Edition-Black,0,
C002310001000,16133,Disc Brake Base,,,Mi Electric Scooter-Intl Edition-Black,582,
C002310001100,16133,Kickstand Assembly-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002310001300,16133,Head Light Base,,,Mi Electric Scooter-Intl Edition-Black,0,
C002310001400,16133,Lock Nut-2.5mm*10mm-Silver,,,Mi Electric Scooter-Intl Edition-Black,0,
C002310010300,16133,Front Fender,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370000700,16133,Inner Tube,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370000800,16133,Tyre,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001100,16133,Left Handle Grip,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001200,16133,Right Handle Grip,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001300,16133,Gasket-Light Base-Upper,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001400,16133,Seal Gasket-Light Base-Down,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001500,16133,Cable Protector Plug-Left,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001600,16133,Cable Protector Plug-Right,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370001700,16133,Collar-Folded Standpipe Pedal,,,Mi Electric Scooter-Intl Edition-Black,176,
C002370001800,16133,Cable Clip-HType-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370002000,16133,Brake Cable Plug,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370002100,16133,Standpipe Cable Plug,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370002200,16133,Pipe Chute Cable Plug,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370002300,16133,Motor Cable Plug,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370002600,16133,Chassis Waterproof Plug-Brake Cable,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370002800,16133,Screw Tap-Fender-Big-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370003000,16133,Screw Tap-Fender-Small-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370003200,16133,Charge Port Plug,,,Mi Electric Scooter-Intl Edition-Black,0,
C002370003800,16133,Footmat-GL-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002460000200,16133,Wheel Motor Assembly-L25-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002470001200,16133,Charger-Xiaomi Mijia Electric Scooter-International(New),,,Mi Electric Scooter-Intl Edition-Black,0,
C002470001400,16133,Charger,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550001300,16133,Front Fork-Black,,,Mi Electric Scooter-Intl Edition-Black,402,
C002550001500,16133,Front Fender-Black,,,Mi Electric Scooter-Intl Edition-Black,69,
C002550001700,16133,Rear Fender Assembly-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550001900,16133,Rear Hub kits-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002000,16133,Kickstand Groove,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002100,16133,Steering Kits-Front Fork Tube-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002300,16133,Brake Cable,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002400,16133,Control Cable-Black,,,Mi Electric Scooter-Intl Edition-Black,548,
C002550002600,16133,Handle Bar,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002700,16133,Accelerator,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002800,16133,Bell,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550002900,16133,Brake Lever,,,Mi Electric Scooter-Intl Edition-Black,1365,
C002550003000,16133,Stem,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550003100,16133,Head Light,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550004100,16133,Chassis-GL-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550004300,16133,Rear Fender Assembly-GL-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550004500,16133,Rear Dashboard Cover,,,Mi Electric Scooter-Intl Edition,0,
C002550004600,16133,Front Dashboard Cover,,,Mi Electric Scooter-Intl Edition,1228,
C002550004700,16133,Folded Standpipe-Black,,,Mi Electric Scooter-Intl Edition-Black,80,
C002550004900,16133,Hub Motor Assembly-L25-Amazon-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550009800,16133,Brake Cable-GL,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550010800,16133,Folded Standpipe-Intl Edition-Black(Aluminium alloy fold standpipe replacement use),,,Mi Electric Scooter-Intl Edition-Black,0,
C002550014800,16133,Wheel Motor Assembly,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550015200,16133,PC Decorative strip assembly,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550015300,16133,Motor cable Cover PC decorative strip assembly 1S/Lite,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550016000,16133,Head Light-Lens assembly,,,Mi Electric Scooter-Intl Edition-Black,518,
C002550016300,16133,Folded Standpipe-GL,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550022100,16133,Hub Motor Assembly-L25-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550022200,16133,Hub Motor Assembly-L25-Amazon-Black,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550022400,16133,Hub Motor Assembly,,,Mi Electric Scooter-Intl Edition-Black,141,
C002550022800,16133,Rear Hub kits-Black-No tire pressure,,,Mi Electric Scooter-Intl Edition-Black,182,
C002550023500,16133,Brake Cable-GL,,,Mi Electric Scooter-Intl Edition-Black,0,
C002550023700,16133,Folded Standpipe -Intl Edition,,,Mi Electric Scooter-Intl Edition-Black,0,
C002580000300,16133,Control Board Assembly,,,Mi Electric Scooter-Intl Edition-Black,0,
C002580000400,16133,Dashboard,,,Mi Electric Scooter-Intl Edition,0,
C002600000900,16133,Allen Wrench-T,,,Mi Electric Scooter-Intl Edition-Black,0,
C002600001500,16133,Allen Wrench-T Type,,,Mi Electric Scooter-Intl Edition-Black,80,
C002700000200,16133,Water Proof Label,,,Mi Electric Scooter-Intl Edition-Black,0,
C002790000100,16133,Extended Valve,,,Mi Electric Scooter-Intl Edition-Black,459,
C002790000600,16133,Tyre-rear wheel Pro,,,Mi Electric Scooter-Intl Edition-Black,418,
C002820000200,16133,Wire Jacket,,,Mi Electric Scooter-Intl Edition-Black,0,
C002820000300,16133,Cable Ties 3*100mm,,,Mi Electric Scooter-Intl Edition-Black,0,
C002100001500,16349,Nuts-Hexagon With Flang-M12*H10,,,Mi Electric Scooter-Amazon-Black,0,
C002100001700,16349,Hexagon socket cap screws-M3*8,,,Mi Electric Scooter-Amazon-Black,0,
C002100001800,16349,Screw-M6*30-Socket Cap,,,Mi Electric Scooter-Amazon-Black,80,
C002100002200,16349,Socket head round head-M4*8-Half Round Head,,,Mi Electric Scooter-Amazon-Black,0,
C002100002400,16349,Screw-M5*10-Half Round Head,,,Mi Electric Scooter-Amazon-Black,0,
C002100002500,16349,Fillister Head Screw-M6*7*11,,,Mi Electric Scooter-Amazon-Black,0,
C002100002600,16349,Cross countersunk head tapping screw-ST2.9*6.5,,,Mi Electric Scooter-Amazon-Black,0,
C002100002700,16349,Screw-M3*6-Head Tapping,,,Mi Electric Scooter-Amazon-Black,0,
C002100002800,16349,Screw-M5*16-Socket Cap,,,Mi Electric Scooter-Amazon-Black,0,
C002100002900,16349,Screw-M2.5*5-Head Tapping,,,Mi Electric Scooter-Amazon-Black,0,
C002100003000,16349,Screw-M6*14-Half Round Head-Black,,,Mi Electric Scooter-Amazon-Black,100,
C002100003200,16349,Screw-M4*6-Socket Cap,,,Mi Electric Scooter-Amazon-Black,0,
C002100003300,16349,Screw-M4*10-Socket Cap,,,Mi Electric Scooter-Amazon-Black,0,
C002100003400,16349,Hexagon socket cap screws-M4*12,,,Mi Electric Scooter-Amazon-Black,0,
C002100003500,16349,Hexagon socket cap screws-M3*8,,,Mi Electric Scooter-Amazon-Black,0,
C002100003600,16349,Screw-M2*5-Half Round Head,,,Mi Electric Scooter-Amazon-Black,0,
C002100003700,16349,Cross countersunk head tapping screw-ST2.9*9.5,,,Mi Electric Scooter-Amazon-Black,0,
C002100003800,16349,Screw-M5*18-Socket Cap,,,Mi Electric Scooter-Amazon-Black,0,
C002100004300,16349,Screw-M6*25-Socket Cap-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002100004400,16349,Screw-M6*35-Socket Cap,,,Mi Electric Scooter-Amazon-Black,0,
C002100006600,16349,Screw-M5*16-Head Tapping,,,Mi Electric Scooter-Amazon-Black,0,
C002100007300,16349,Screw-Hex socket Countersunk Head-M5*16,,,Mi Electric Scooter-Amazon-Black,0,
C002100007400,16349,Charge Port Plug,,,Mi Electric Scooter-Amazon-Black,0,
C002100010100,16349,Dual Screw-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002100010800,16349,Dual Screw-Black,,,Mi Electric Scooter-Amazon-Black,87,
C002290000600,16349,Battery Assembly-280W-Amazon,,,Mi Electric Scooter-Amazon-Black,0,
C002290000800,16349,Battery Assembly-280W-Amazon,,,Mi Electric Scooter-Amazon-Black,0,
C002290001500,16349,Battery Assembly-280W,,,Mi Electric Scooter-Amazon-Black,0,
C002300002100,16349,Protective Cable Cover-Motor-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002300002300,16349,Decorative Cover-Front & Rear Fork-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002300002500,16349,Front Decorative Strip With Word,,,Mi Electric Scooter-Amazon-Black,0,
C002300002600,16349,Decorative Strip-U-Motor Protective Cable Cover,,,Mi Electric Scooter-Amazon-Black,0,
C002300002700,16349,Front Bumper Strip-Black,,,Mi Electric Scooter-Amazon-Black,100,
C002300002900,16349,Rear Two Sides Bumper Strip-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002300003100,16349,Charge Port,,,Mi Electric Scooter-Amazon-Black,0,
C002300003400,16349,Decorative Strip-Rear,,,Mi Electric Scooter-Amazon-Black,0,
C002300004600,16349,Protective Casing-Folded Hanger,,,Mi Electric Scooter-Amazon-Black,0,
C002300004700,16349,Battery Cover-With Foam,,,Mi Electric Scooter-Amazon-Black,0,
C002300008500,16349,Front Fender-International-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002310000700,16349,Spline,,,Mi Electric Scooter-Amazon-Black,0,
C002310000800,16349,Disc Brake,,,Mi Electric Scooter-Amazon-Black,81,
C002310000900,16349,Rear Stiffening Plate,,,Mi Electric Scooter-Amazon-Black,0,
C002310001000,16349,Disc Brake Base,,,Mi Electric Scooter-Amazon-Black,582,
C002310001100,16349,Kickstand Assembly-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002310001300,16349,Head Light Base,,,Mi Electric Scooter-Amazon-Black,0,
C002310001400,16349,Lock Nut-2.5mm*10mm-Silver,,,Mi Electric Scooter-Amazon-Black,0,
C002310010300,16349,Front Fender,,,Mi Electric Scooter-Amazon-Black,0,
C002370000700,16349,Inner Tube,,,Mi Electric Scooter-Amazon-Black,0,
C002370000800,16349,Tyre,,,Mi Electric Scooter-Amazon-Black,0,
C002370001100,16349,Left Handle Grip,,,Mi Electric Scooter-Amazon-Black,0,
C002370001200,16349,Right Handle Grip,,,Mi Electric Scooter-Amazon-Black,0,
C002370001300,16349,Gasket-Light Base-Upper,,,Mi Electric Scooter-Amazon-Black,0,
C002370001400,16349,Seal Gasket-Light Base-Down,,,Mi Electric Scooter-Amazon-Black,0,
C002370001500,16349,Cable Protector Plug-Left,,,Mi Electric Scooter-Amazon-Black,0,
C002370001600,16349,Cable Protector Plug-Right,,,Mi Electric Scooter-Amazon-Black,0,
C002370001700,16349,Collar-Folded Standpipe Pedal,,,Mi Electric Scooter-Amazon-Black,176,
C002370001800,16349,Cable Clip-HType-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002370002000,16349,Brake Cable Plug,,,Mi Electric Scooter-Amazon-Black,0,
C002370002100,16349,Standpipe Cable Plug,,,Mi Electric Scooter-Amazon-Black,0,
C002370002200,16349,Pipe Chute Cable Plug,,,Mi Electric Scooter-Amazon-Black,0,
C002370002300,16349,Motor Cable Plug,,,Mi Electric Scooter-Amazon-Black,0,
C002370002600,16349,Chassis Waterproof Plug-Brake Cable,,,Mi Electric Scooter-Amazon-Black,0,
C002370002800,16349,Screw Tap-Fender-Big-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002370003000,16349,Screw Tap-Fender-Small-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002370003200,16349,Charge Port Plug,,,Mi Electric Scooter-Amazon-Black,0,
C002370003800,16349,Footmat-GL-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002460000200,16349,Wheel Motor Assembly-L25-Black,,,Mi Electric Scooter-Amazon-Black,0,
C002470000400,16349,Charger-Amazon,,,Mi Electric Scooter-Amazon-Black,24,
C002470001200,16349,Charger-Xiaomi Mijia Electric Scooter-International(New),,,Mi Electric Scooter-Amazon-Black,0,
C002470001400,16349,Charger,,,Mi Electric Scooter-Amazon-Black,0,
C002550001300,16349,Front Fork-Black,,,Mi Electric Scooter-Amazon-Black,402,
